season,week,contestant_id,celebrity_name,ballroom_partner,J_total,p_hat,V_hat,judge_share,fan_judge_gap,momentum,popularity_score,eliminated,uncertainty_width
31,5,378,Shangela,Gleb Savchenko,38.5,0.08801303942486656,880130.3942486655,0.0858416945373467,0.002171344887519855,0.0,-2.5135880909537995,0,0.046182863067630295
31,5,379,Gabby Windey,Valentin Chmerkovskiy,41.0,0.14510897019874644,1451089.7019874644,0.09141583054626533,0.05369313965248111,0.0,-2.1336380909537995,0,2.7755575615628914e-17
31,6,368,Trevor Donovan,Emma Slater,34.0,0.011962346188185024,119623.46188185023,0.09855072463768116,-0.08658837844949614,0.00919498771812351,-5.187932753727128,0,0.02811632703827084
31,6,369,Daniel Durant,Britt Stewart,34.0,0.019722574607939247,197225.74607939247,0.09855072463768116,-0.07882815002974192,0.007320134398957097,-3.7570227537271284,0,0.04921081493638019
31,6,370,Wayne Brady,Witney Carson,34.0,0.14573121019340826,1457312.1019340826,0.09855072463768116,0.0471804855557271,-0.10337846056173008,-1.6566627537271283,0,0.0573407631340799
31,6,372,Jessie James Decker,Alan Bersten,32.0,0.007255529725230769,72555.29725230769,0.0927536231884058,-0.08549809346317502,0.0026929269519881897,-5.342327753727129,1,0.02811632703827084
31,6,373,Jordin Sparks,Brandon Armstrong,34.0,0.03251702826907968,325170.28269079677,0.09855072463768116,-0.06603369636860149,0.012068861287944266,-3.704987753727128,0,0.02811632703827084
31,6,374,Heidi D'Amelio,Artem Chigvintsev,36.0,0.05361151616718904,536115.1616718904,0.10434782608695652,-0.05073630991976748,-0.0019723645629276115,-3.240452753727128,0,0.07293599808225396
31,6,375,Charli D'Amelio,Mark Ballas,40.0,0.3961385005080873,3961385.005080873,0.11594202898550725,0.28019647152258004,-0.014573912403014921,-1.2406977537271284,0,1.1102230246251565e-16
31,6,377,Vinny Guadagnino,Koko Iwasaki,28.0,0.00440070123080884,44007.0123080884,0.08115942028985507,-0.07675871905904623,0.0027222134723010865,-6.158822753727128,0,0.02811632703827084
31,6,378,Shangela,Gleb Savchenko,36.0,0.08839044705932837,883904.4705932838,0.10434782608695652,-0.015957379027628144,-0.0032518794084739205,-2.4885927537271284,0,0.09211969402621922
31,6,379,Gabby Windey,Valentin Chmerkovskiy,37.0,0.24027014605074357,2402701.4605074357,0.1072463768115942,0.13302376923914938,0.08917749310683262,-2.0726277537271285,0,5.551115123125783e-17
31,7,368,Trevor Donovan,Emma Slater,39.0,0.05384848727140148,538484.8727140147,0.11981566820276497,-0.0659671809313635,0.04179871359210401,-4.959350341644299,0,0.041833265682782984
31,7,369,Daniel Durant,Britt Stewart,36.5,0.0198097514053307,198097.514053307,0.11213517665130568,-0.09232542524597498,-5.696676684957894e-05,-3.807713341644299,0,0.04656088699466322
31,7,370,Wayne Brady,Witney Carson,38.0,0.2413321768584784,2413321.768584784,0.11674347158218126,0.12458870527629715,0.09453588178259334,-1.7374613416442997,0,0.0
31,7,373,Jordin Sparks,Brandon Armstrong,34.5,0.012015221588618495,120152.21588618496,0.10599078341013825,-0.09397556182151975,-0.020739459240859903,-3.621288841644299,1,0.04656088699466322
31,7,374,Heidi D'Amelio,Artem Chigvintsev,35.0,0.03266075850925048,326607.5850925048,0.10752688172043011,-0.07486612321117964,-0.021342580489304278,-3.1461143416442994,0,0.041833265682782984
31,7,375,Charli D'Amelio,Mark Ballas,39.0,0.3978894932909386,3978894.9329093858,0.11981566820276497,0.27807382508817363,-0.0011442080989518266,-1.1462858416442998,0,0.0
31,7,377,Vinny Guadagnino,Koko Iwasaki,31.5,0.007287600276738252,72876.00276738252,0.0967741935483871,-0.08948659327164885,0.0028547362693559447,-5.938973341644299,0,0.01959020503574829
31,7,378,Shangela,Gleb Savchenko,36.5,0.08878114635938472,887811.4635938472,0.11213517665130568,-0.023354030291920957,-0.0002553073363622538,-2.4698123416442996,0,0.09252687716845734
31,7,379,Gabby Windey,Valentin Chmerkovskiy,35.5,0.14637536443985882,1463753.6443985882,0.10906298003072197,0.03731238440913685,-0.0956508097117254,-1.8786368416442998,0,0.0575942180804741
31,8,368,Trevor Donovan,Emma Slater,39.0,0.05424379436220684,542437.9436220684,0.12420382165605096,-0.06996002729384412,-0.00025956282309972517,-4.348019529340677,0,0.03860708023385882
31,8,369,Daniel Durant,Britt Stewart,39.0,0.03290052437982574,329005.24379825743,0.12420382165605096,-0.09130329727622521,0.012849859796527648,-3.841873629340677,0,0.042140367839109134
31,8,370,Wayne Brady,Witney Carson,45.0,0.24310382032676792,2431038.203267679,0.14331210191082802,0.0997917184159399,-0.0011632798673521239,-1.6426972293406772,0,2.7755575615628914e-17
31,8,374,Heidi D'Amelio,Artem Chigvintsev,35.0,0.019955176756987283,199551.76756987284,0.11146496815286625,-0.09150979139587896,-0.013102780433170001,-3.228754329340677,1,0.04214036783910913
31,8,375,Charli D'Amelio,Mark Ballas,45.0,0.40081043956120443,4008104.3956120443,0.14331210191082802,0.25749833765037644,-0.0019179242610807279,-1.0788743793406772,0,5.551115123125783e-17
31,8,377,Vinny Guadagnino,Koko Iwasaki,29.0,0.012103426523097705,121034.26523097705,0.09235668789808917,-0.08025326137499146,0.0047271992410779715,-5.633755629340677,1,0.032535896347037574
31,8,378,Shangela,Gleb Savchenko,42.0,0.0894328975684541,894328.975684541,0.1337579617834395,-0.04432506421498539,-0.00042794674752749673,-2.455342929340677,0,0.05801702295300194
