elpd_loo,p_loo,elpd_loo_se,elpd_waic,p_waic,elpd_waic_se,pareto_k_n,pareto_k_lt_0_7_rate,pareto_k_0_7_1_rate,pareto_k_gt_1_rate,pareto_k_mean,pareto_k_max,model_id,formula,compare_draws,compare_tune,compare_chains,compare_folds,compare_group,kfold_excluded_keys,kfold_excluded_regions,kfold_elpd_mean,kfold_elpd_se
3087.3049373831236,32.53300574329387,71.55351538950453,3087.342269445165,32.49567368125268,71.55296633805479,2777.0,1.0,0.0,0.0,-0.015450388465515339,0.21083973969396697,M0,p_hat_clip ~ age_z + C(region) + C(season) + week_z,2000,2000,4,3,contestant_key,1.0,Unknown,905.6682072904086,83.84748502676423
3211.597996470482,70.95819685828064,69.17149672162432,3211.8206353664846,70.73555796227834,69.17198471789766,2777.0,1.0,0.0,0.0,0.04138158651650728,0.47951756543229396,M3,p_hat_clip ~ age_z + C(region) + C(season) + week_z + (1|ballroom_partner) + (1|industry_consolidated),2000,2000,4,3,contestant_key,1.0,Unknown,890.5267423638152,74.7760522579955
